B40,FCV,IDA,Number of Records,B40_T60,T60,code,Countryname,Datetime,Filename,incomegroup,Maxyear,nWLD,Np190,Np320,Np550,P190,P320,P550,Precase,Region,Survname,Welftype,Year
0.5690799,0,0,1,1.320615817,0.4309201,CHL,Chile,24may2020 10:18:14,CHL_2017_CASEN_V01_M_V02_A_GMD_ALL.DTA,High income,2017,1,0.9957242,0.9883328,0.9326041,0.0042758,0.0116672,0.0673959,AGE:      0 - 14,LAC,CASEN,INC,2017
0.4685378,0,0,1,0.881601363,0.5314622,CHL,Chile,24may2020 10:18:14,CHL_2017_CASEN_V01_M_V02_A_GMD_ALL.DTA,High income,2017,1,0.9983661,0.9922649,0.9595657,0.0016339,0.0077352,0.0404343,EDU:     primary,LAC,CASEN,INC,2017
0.5076186,0,0,1,1.030945929,0.4923814,CHL,Chile,24may2020 10:18:14,CHL_2017_CASEN_V01_M_V02_A_GMD_ALL.DTA,High income,2017,1,0.9976456,0.9955134,0.965829,,,0.034171,EDU: no eduation,LAC,CASEN,INC,2017
0.3806949,0,0,1,0.614713007,0.6193051,CHL,Chile,24may2020 10:18:14,CHL_2017_CASEN_V01_M_V02_A_GMD_ALL.DTA,High income,2017,1,0.9970532,0.9934281,0.9679927,0.0029468,0.006572,0.0320073,AGE:     15 - 64,LAC,CASEN,INC,2017
0.4106835,0,0,1,0.696881048,0.5893165,CHL,Chile,24may2020 10:18:14,CHL_2017_CASEN_V01_M_V02_A_GMD_ALL.DTA,High income,2017,1,0.9972637,0.9930716,0.9630389,0.0027363,0.0069284,0.0369611,GEN:      female,LAC,CASEN,INC,2017
0.5112942,0,0,1,1.046220855,0.4887058,CHL,Chile,24may2020 10:18:14,CHL_2017_CASEN_V01_M_V02_A_GMD_ALL.DTA,High income,2017,1,0.9985626,0.993033,0.9560446,0.0014374,0.006967,0.0439554,RUR:       rural,LAC,CASEN,INC,2017
0.2575411,0,0,1,0.346875901,0.7424589,CHL,Chile,24may2020 10:18:14,CHL_2017_CASEN_V01_M_V02_A_GMD_ALL.DTA,High income,2017,1,0.9994184,0.9986075,0.9903855,,0.0013925,0.0096145,AGE:    above 64,LAC,CASEN,INC,2017
0.3838629,0,0,1,0.623015397,0.6161371,CHL,Chile,24may2020 10:18:14,CHL_2017_CASEN_V01_M_V02_A_GMD_ALL.DTA,High income,2017,1,0.9969158,0.9931808,0.9654577,0.0030842,0.0068193,0.0345423,RUR:       urban,LAC,CASEN,INC,2017
0.4138796,0,0,1,0.706134098,0.5861204,CHL,Chile,24may2020 10:18:14,CHL_2017_CASEN_V01_M_V02_A_GMD_ALL.DTA,High income,2017,1,0.9970334,0.9936116,0.9666743,0.0029666,0.0063884,0.0333257,EDU:   secondary,LAC,CASEN,INC,2017
0.5082293,0,1,1,1.033468037,0.4917707,CIV,Côte dIvoire,24may2020 10:18:14,CIV_2015_ENV_V01_M_V03_A_GMD_ALL.DTA,Lower-middle income,2015,1,0.613695,0.2897744,0.0827718,0.3863049,0.7102256,0.9172282,AGE:      0 - 14,SSA,ENV,CONS-EXP,2015
0.4093754,0,1,1,0.693122840,0.5906246,CIV,Côte dIvoire,24may2020 10:18:14,CIV_2015_ENV_V01_M_V03_A_GMD_ALL.DTA,Lower-middle income,2015,1,0.6931441,0.3957523,0.1506149,0.3068559,0.6042477,0.8493851,GEN:      female,SSA,ENV,CONS-EXP,2015
0.5464633,0,1,1,1.204893231,0.4535367,CIV,Côte dIvoire,24may2020 10:18:14,CIV_2015_ENV_V01_M_V03_A_GMD_ALL.DTA,Lower-middle income,2015,1,0.5756004,0.2652142,0.0811221,0.4243996,0.7347858,0.9188779,RUR:       rural,SSA,ENV,CONS-EXP,2015
0.3087099,0,1,1,0.446570694,0.6912901,CIV,Côte dIvoire,24may2020 10:18:14,CIV_2015_ENV_V01_M_V03_A_GMD_ALL.DTA,Lower-middle income,2015,1,0.786231,0.5002202,0.2124996,0.2137689,0.4997798,0.7875004,EDU:     primary,SSA,ENV,CONS-EXP,2015
0.2540952,0,1,1,0.340653660,0.7459048,CIV,Côte dIvoire,24may2020 10:18:14,CIV_2015_ENV_V01_M_V03_A_GMD_ALL.DTA,Lower-middle income,2015,1,0.8272139,0.5521477,0.2537418,0.1727861,0.4478523,0.7462582,RUR:       urban,SSA,ENV,CONS-EXP,2015
0.0518787,0,1,1,0.054717372,0.9481212,CIV,Côte dIvoire,24may2020 10:18:14,CIV_2015_ENV_V01_M_V03_A_GMD_ALL.DTA,Lower-middle income,2015,1,0.9612562,0.8673808,0.6423739,0.0387438,0.1326192,0.3576261,EDU:     teriary,SSA,ENV,CONS-EXP,2015
0.3280338,0,1,1,0.488170090,0.6719662,CIV,Côte dIvoire,24may2020 10:18:14,CIV_2015_ENV_V01_M_V03_A_GMD_ALL.DTA,Lower-middle income,2015,1,0.7593057,0.4881032,0.2233859,0.2406944,0.5118968,0.7766141,AGE:     15 - 64,SSA,ENV,CONS-EXP,2015
0.404995,0,1,1,0.680658146,0.595005,CIV,Côte dIvoire,24may2020 10:18:14,CIV_2015_ENV_V01_M_V03_A_GMD_ALL.DTA,Lower-middle income,2015,1,0.6943429,0.3968153,0.1609927,0.3056571,0.6031847,0.8390073,EDU: no eduation,SSA,ENV,CONS-EXP,2015
0.192594,0,1,1,0.238534269,0.807406,CIV,Côte dIvoire,24may2020 10:18:14,CIV_2015_ENV_V01_M_V03_A_GMD_ALL.DTA,Lower-middle income,2015,1,0.873575,0.6464882,0.3233582,0.126425,0.3535117,0.6766418,EDU:   secondary,SSA,ENV,CONS-EXP,2015
0.3908804,0,1,1,0.641713713,0.6091196,CIV,Côte dIvoire,24may2020 10:18:14,CIV_2015_ENV_V01_M_V03_A_GMD_ALL.DTA,Lower-middle income,2015,1,0.7099175,0.421786,0.1840826,0.2900825,0.578214,0.8159174,GEN:        male,SSA,ENV,CONS-EXP,2015
0.3646536,0,1,1,0.573944544,0.6353464,CIV,Côte dIvoire,24may2020 10:18:14,CIV_2015_ENV_V01_M_V03_A_GMD_ALL.DTA,Lower-middle income,2015,1,0.7403288,0.4441232,0.2075216,0.2596711,0.5558768,0.7924784,AGE:    above 64,SSA,ENV,CONS-EXP,2015
0.0259436,1,1,1,0.026634597,0.9740564,CMR,Cameroon,24may2020 10:18:14,CMR_2014_ECAM-IV_V01_M_V02_A_GMD_ALL.DTA,Lower-middle income,2014,1,0.9903957,0.9533426,0.7863953,,0.0466575,0.2136047,EDU:     teriary,SSA,ECAM-IV,CONS-EXP,2014
0.6056845,1,1,1,1.536040303,0.3943155,CMR,Cameroon,24may2020 10:18:14,CMR_2014_ECAM-IV_V01_M_V02_A_GMD_ALL.DTA,Lower-middle income,2014,1,0.5814775,0.3187669,0.1161668,0.4185225,0.6812331,0.8838332,RUR:       rural,SSA,ECAM-IV,CONS-EXP,2014
0.4887544,1,1,1,0.956007054,0.5112456,CMR,Cameroon,24may2020 10:18:14,CMR_2014_ECAM-IV_V01_M_V02_A_GMD_ALL.DTA,Lower-middle income,2014,1,0.6722142,0.4375538,0.200567,0.3277859,0.5624462,0.7994331,AGE:      0 - 14,SSA,ECAM-IV,CONS-EXP,2014
0.6326966,1,1,1,1.722544904,0.3673034,CMR,Cameroon,24may2020 10:18:14,CMR_2014_ECAM-IV_V01_M_V02_A_GMD_ALL.DTA,Lower-middle income,2014,1,0.5500271,0.2950818,0.129521,0.449973,0.7049182,0.870479,EDU: no eduation,SSA,ECAM-IV,CONS-EXP,2014
0.4590702,1,1,1,0.848668718,0.5409298,CMR,Cameroon,24may2020 10:18:14,CMR_2014_ECAM-IV_V01_M_V02_A_GMD_ALL.DTA,Lower-middle income,2014,1,0.7277799,0.4707318,0.252151,0.2722201,0.5292683,0.747849,AGE:    above 64,SSA,ECAM-IV,CONS-EXP,2014
0.4075478,1,1,1,0.687899885,0.5924522,CMR,Cameroon,24may2020 10:18:14,CMR_2014_ECAM-IV_V01_M_V02_A_GMD_ALL.DTA,Lower-middle income,2014,1,0.7342882,0.5200527,0.2736844,0.2657118,0.4799473,0.7263156,GEN:      female,SSA,ECAM-IV,CONS-EXP,2014
0.3919711,1,1,1,0.644658667,0.6080289,CMR,Cameroon,24may2020 10:18:14,CMR_2014_ECAM-IV_V01_M_V02_A_GMD_ALL.DTA,Lower-middle income,2014,1,0.7464027,0.5413489,0.3055783,0.2535973,0.458651,0.6944217,GEN:        male,SSA,ECAM-IV,CONS-EXP,2014
0.3216775,1,1,1,0.474224948,0.6783226,CMR,Cameroon,24may2020 10:18:14,CMR_2014_ECAM-IV_V01_M_V02_A_GMD_ALL.DTA,Lower-middle income,2014,1,0.7977921,0.6121916,0.3658676,0.2022078,0.3878085,0.6341323,AGE:     15 - 64,SSA,ECAM-IV,CONS-EXP,2014
0.1869241,1,1,1,0.229897479,0.8130759,CMR,Cameroon,24may2020 10:18:14,CMR_2014_ECAM-IV_V01_M_V02_A_GMD_ALL.DTA,Lower-middle income,2014,1,0.9031098,0.75311,0.4778404,0.0968902,0.24689,0.5221596,EDU:   secondary,SSA,ECAM-IV,CONS-EXP,2014
0.0971786,1,1,1,0.107638787,0.9028214,CMR,Cameroon,24may2020 10:18:14,CMR_2014_ECAM-IV_V01_M_V02_A_GMD_ALL.DTA,Lower-middle income,2014,1,0.9740024,0.8420052,0.5441094,0.0259976,0.1579948,0.4558906,RUR:       urban,SSA,ECAM-IV,CONS-EXP,2014
0.3713411,1,1,1,0.590687732,0.6286589,CMR,Cameroon,24may2020 10:18:14,CMR_2014_ECAM-IV_V01_M_V02_A_GMD_ALL.DTA,Lower-middle income,2014,1,0.7828915,0.5455668,0.2601498,0.2171085,0.4544332,0.7398502,EDU:     primary,SSA,ECAM-IV,CONS-EXP,2014
0.3959067,1,1,1,0.655373433,0.6040933,COD,"Congo, Dem. Rep.",24may2020 10:18:14,COD_2012_E123_V01_M_V05_A_GMD_ALL.DTA,Low income,2012,1,0.231696,0.0869407,0.0203531,0.768304,0.9130594,0.9796469,GEN:      female,SSA,E123,CONS,2012
0.2494429,1,1,1,0.332343668,0.7505571,COD,"Congo, Dem. Rep.",24may2020 10:18:14,COD_2012_E123_V01_M_V05_A_GMD_ALL.DTA,Low income,2012,1,0.3405371,0.1550946,0.0413609,0.6594629,0.8449054,0.9586391,AGE:    above 64,SSA,E123,CONS,2012
0.0620857,1,1,1,0.066195494,0.9379143,COD,"Congo, Dem. Rep.",24may2020 10:18:14,COD_2012_E123_V01_M_V05_A_GMD_ALL.DTA,Low income,2012,1,0.7570888,0.4902785,0.200778,0.2429112,0.5097216,0.799222,EDU:     teriary,SSA,E123,CONS,2012
0.183834,1,1,1,0.225240944,0.816166,COD,"Congo, Dem. Rep.",24may2020 10:18:14,COD_2012_E123_V01_M_V05_A_GMD_ALL.DTA,Low income,2012,1,0.4274079,0.188987,0.0513236,0.5725921,0.811013,0.9486765,RUR:       urban,SSA,E123,CONS,2012
0.4258275,1,1,1,0.741637007,0.5741724,COD,"Congo, Dem. Rep.",24may2020 10:18:14,COD_2012_E123_V01_M_V05_A_GMD_ALL.DTA,Low income,2012,1,0.182389,0.0562714,0.0129621,0.817611,0.9437286,0.987038,EDU:     primary,SSA,E123,CONS,2012
0.4042167,1,1,1,0.678462622,0.5957833,COD,"Congo, Dem. Rep.",24may2020 10:18:14,COD_2012_E123_V01_M_V05_A_GMD_ALL.DTA,Low income,2012,1,0.2251487,0.0857343,0.0226756,0.7748513,0.9142656,0.9773244,GEN:        male,SSA,E123,CONS,2012
0.4588985,1,1,1,0.848082107,0.5411015,COD,"Congo, Dem. Rep.",24may2020 10:18:14,COD_2012_E123_V01_M_V05_A_GMD_ALL.DTA,Low income,2012,1,0.1712466,0.0548104,0.0099164,0.8287534,0.9451895,0.9900836,AGE:      0 - 14,SSA,E123,CONS,2012
0.2907781,1,1,1,0.409995883,0.709222,COD,"Congo, Dem. Rep.",24may2020 10:18:14,COD_2012_E123_V01_M_V05_A_GMD_ALL.DTA,Low income,2012,1,0.3232286,0.1284712,0.031173,0.6767715,0.8715288,0.968827,EDU:   secondary,SSA,E123,CONS,2012
0.3558207,1,1,1,0.552362828,0.6441793,COD,"Congo, Dem. Rep.",24may2020 10:18:14,COD_2012_E123_V01_M_V05_A_GMD_ALL.DTA,Low income,2012,1,0.2732223,0.110632,0.030695,0.7267777,0.8893679,0.969305,AGE:     15 - 64,SSA,E123,CONS,2012
0.5354649,1,1,1,1.152689861,0.4645351,COD,"Congo, Dem. Rep.",24may2020 10:18:14,COD_2012_E123_V01_M_V05_A_GMD_ALL.DTA,Low income,2012,1,0.1038012,0.0220201,0.0027999,0.8961988,0.97798,0.9972001,RUR:       rural,SSA,E123,CONS,2012
0.4546489,1,1,1,0.833681091,0.5453511,COD,"Congo, Dem. Rep.",24may2020 10:18:14,COD_2012_E123_V01_M_V05_A_GMD_ALL.DTA,Low income,2012,1,0.1655117,0.0474577,0.0082386,0.8344883,0.9525422,0.9917614,EDU: no eduation,SSA,E123,CONS,2012
0.3929252,1,1,1,0.647243470,0.6070748,COG,"Congo, Rep.",24may2020 10:18:14,COG_2011_ECOM_V01_M_V04_A_GMD_ALL.DTA,Lower-middle income,2011,1,0.6230108,0.3794985,0.1777889,0.3769893,0.6205015,0.8222111,GEN:        male,SSA,ECOM,CONS,2011
0.2832537,1,1,1,0.395193808,0.7167463,COG,"Congo, Rep.",24may2020 10:18:14,COG_2011_ECOM_V01_M_V04_A_GMD_ALL.DTA,Lower-middle income,2011,1,0.7332219,0.4699891,0.2152657,0.2667781,0.5300109,0.7847343,EDU:   secondary,SSA,ECOM,CONS,2011
0.3438915,1,1,1,0.524138157,0.6561085,COG,"Congo, Rep.",24may2020 10:18:14,COG_2011_ECOM_V01_M_V04_A_GMD_ALL.DTA,Lower-middle income,2011,1,0.6735684,0.4297773,0.205811,0.3264316,0.5702227,0.794189,AGE:     15 - 64,SSA,ECOM,CONS,2011
0.5043349,1,1,1,1.017491451,0.495665,COG,"Congo, Rep.",24may2020 10:18:14,COG_2011_ECOM_V01_M_V04_A_GMD_ALL.DTA,Lower-middle income,2011,1,0.5182375,0.263753,0.0977432,0.4817625,0.736247,0.9022568,EDU:     primary,SSA,ECOM,CONS,2011
0.7378061,1,1,1,2.813972336,0.2621938,COG,"Congo, Rep.",24may2020 10:18:14,COG_2011_ECOM_V01_M_V04_A_GMD_ALL.DTA,Lower-middle income,2011,1,0.2800635,0.113088,0.0385824,0.7199364,0.886912,0.9614176,RUR:       rural,SSA,ECOM,CONS,2011
0.4073485,1,1,1,0.687332269,0.5926515,COG,"Congo, Rep.",24may2020 10:18:14,COG_2011_ECOM_V01_M_V04_A_GMD_ALL.DTA,Lower-middle income,2011,1,0.6070769,0.3113903,0.1296936,0.3929231,0.6886097,0.8703064,AGE:    above 64,SSA,ECOM,CONS,2011
0.406486,1,1,1,0.684880222,0.593514,COG,"Congo, Rep.",24may2020 10:18:14,COG_2011_ECOM_V01_M_V04_A_GMD_ALL.DTA,Lower-middle income,2011,1,0.6128231,0.3687404,0.1643043,0.3871768,0.6312596,0.8356957,GEN:      female,SSA,ECOM,CONS,2011
0.4794631,1,1,1,0.921093394,0.5205369,COG,"Congo, Rep.",24may2020 10:18:14,COG_2011_ECOM_V01_M_V04_A_GMD_ALL.DTA,Lower-middle income,2011,1,0.5388302,0.2996173,0.1243971,0.4611697,0.7003827,0.8756029,AGE:      0 - 14,SSA,ECOM,CONS,2011
0.2318763,1,1,1,0.301873644,0.7681237,COG,"Congo, Rep.",24may2020 10:18:14,COG_2011_ECOM_V01_M_V04_A_GMD_ALL.DTA,Lower-middle income,2011,1,0.7857146,0.5036848,0.2365792,0.2142854,0.4963152,0.7634208,RUR:       urban,SSA,ECOM,CONS,2011
0.55606,1,1,1,1.252556370,0.4439401,COG,"Congo, Rep.",24may2020 10:18:14,COG_2011_ECOM_V01_M_V04_A_GMD_ALL.DTA,Lower-middle income,2011,1,0.4635106,0.2278173,0.0836871,0.5364894,0.7721828,0.9163129,EDU: no eduation,SSA,ECOM,CONS,2011
0.0877394,1,1,1,0.096177989,0.9122607,COG,"Congo, Rep.",24may2020 10:18:14,COG_2011_ECOM_V01_M_V04_A_GMD_ALL.DTA,Lower-middle income,2011,1,0.9210556,0.760137,0.4854728,0.0789444,0.239863,0.5145271,EDU:     teriary,SSA,ECOM,CONS,2011
0.5604811,0,0,1,1.275215304,0.4395188,COL,Colombia,24may2020 10:18:14,COL_2018_GEIH_V01_M_V01_A_GMD_ALL.DTA,Upper-middle income,2018,1,0.9305863,0.820977,0.581865,0.0694137,0.179023,0.418135,AGE:      0 - 14,LAC,GEIH,INC,2018
0.3276641,0,0,1,0.487351784,0.6723359,COL,Colombia,24may2020 10:18:14,COL_2018_GEIH_V01_M_V01_A_GMD_ALL.DTA,Upper-middle income,2018,1,0.972463,0.9234367,0.7822648,0.027537,0.0765633,0.2177352,RUR:       urban,LAC,GEIH,INC,2018
0.6474869,0,0,1,1.836774009,0.3525131,COL,Colombia,24may2020 10:18:14,COL_2018_GEIH_V01_M_V01_A_GMD_ALL.DTA,Upper-middle income,2018,1,0.909064,0.7689944,0.4973677,0.090936,0.2310056,0.5026323,RUR:       rural,LAC,GEIH,INC,2018
0.4053237,0,0,1,0.681586994,0.5946764,COL,Colombia,24may2020 10:18:14,COL_2018_GEIH_V01_M_V01_A_GMD_ALL.DTA,Upper-middle income,2018,1,0.956987,0.8848734,0.7127879,0.043013,0.1151266,0.2872122,GEN:      female,LAC,GEIH,INC,2018
0.3945402,0,0,1,0.651637318,0.6054598,COL,Colombia,24may2020 10:18:14,COL_2018_GEIH_V01_M_V01_A_GMD_ALL.DTA,Upper-middle income,2018,1,0.9592896,0.8922296,0.7229972,0.0407104,0.1077704,0.2770028,GEN:        male,LAC,GEIH,INC,2018
0.5033891,0,0,1,1.013648915,0.4966109,COL,Colombia,24may2020 10:18:14,COL_2018_GEIH_V01_M_V01_A_GMD_ALL.DTA,Upper-middle income,2018,1,0.9429668,0.8463445,0.6323521,0.0570333,0.1536555,0.3676479,EDU:     primary,LAC,GEIH,INC,2018
0.2909412,0,0,1,0.410320272,0.7090588,COL,Colombia,24may2020 10:18:14,COL_2018_GEIH_V01_M_V01_A_GMD_ALL.DTA,Upper-middle income,2018,1,0.969861,0.9206235,0.7989426,0.030139,0.0793764,0.2010574,AGE:    above 64,LAC,GEIH,INC,2018
0.3775004,0,0,1,0.606426735,0.6224996,COL,Colombia,24may2020 10:18:14,COL_2018_GEIH_V01_M_V01_A_GMD_ALL.DTA,Upper-middle income,2018,1,0.968892,0.9105538,0.7468467,0.031108,0.0894463,0.2531533,EDU:   secondary,LAC,GEIH,INC,2018
0.6075135,0,0,1,1.547858334,0.3924865,COL,Colombia,24may2020 10:18:14,COL_2018_GEIH_V01_M_V01_A_GMD_ALL.DTA,Upper-middle income,2018,1,0.9114143,0.7864218,0.5405899,0.0885857,0.2135782,0.4594101,EDU: no eduation,LAC,GEIH,INC,2018
0.3514264,0,0,1,0.541845058,0.6485736,COL,Colombia,24may2020 10:18:14,COL_2018_GEIH_V01_M_V01_A_GMD_ALL.DTA,Upper-middle income,2018,1,0.9673604,0.9107253,0.7604393,0.0326396,0.0892747,0.2395607,AGE:     15 - 64,LAC,GEIH,INC,2018
0.1287142,0,0,1,0.147729006,0.8712859,COL,Colombia,24may2020 10:18:14,COL_2018_GEIH_V01_M_V01_A_GMD_ALL.DTA,Upper-middle income,2018,1,0.9904547,0.977441,0.9259517,0.0095453,0.022559,0.0740484,EDU:     teriary,LAC,GEIH,INC,2018
0.3877597,1,1,1,0.633345600,0.6122403,COM,Comoros,24may2020 10:18:14,COM_2013_EESIC_V01_M_V07_A_GMD_ALL.DTA,Lower-middle income,2013,1,0.8196594,0.6153283,0.3597324,0.1803407,0.3846717,0.6402676,AGE:     15 - 64,SSA,EESIC,CONS,2013
0.3281196,1,1,1,0.488360131,0.6718804,COM,Comoros,24may2020 10:18:14,COM_2013_EESIC_V01_M_V07_A_GMD_ALL.DTA,Lower-middle income,2013,1,0.8730777,0.6768764,0.4095403,0.1269223,0.3231236,0.5904598,EDU:   secondary,SSA,EESIC,CONS,2013
0.3987798,1,1,1,0.663284101,0.6012202,COM,Comoros,24may2020 10:18:14,COM_2013_EESIC_V01_M_V07_A_GMD_ALL.DTA,Lower-middle income,2013,1,0.8049858,0.6041365,0.3551756,0.1950142,0.3958634,0.6448243,GEN:      female,SSA,EESIC,CONS,2013
0.2975741,1,1,1,0.423637710,0.7024259,COM,Comoros,24may2020 10:18:14,COM_2013_EESIC_V01_M_V07_A_GMD_ALL.DTA,Lower-middle income,2013,1,0.8909864,0.7059385,0.4468001,0.1090136,0.2940615,0.5531999,RUR:       urban,SSA,EESIC,CONS,2013
0.3914444,1,1,1,0.643235228,0.6085556,COM,Comoros,24may2020 10:18:14,COM_2013_EESIC_V01_M_V07_A_GMD_ALL.DTA,Lower-middle income,2013,1,0.8308393,0.6089528,0.335411,0.1691607,0.3910472,0.664589,EDU:     primary,SSA,EESIC,CONS,2013
0.401361,1,1,1,0.670455817,0.598639,COM,Comoros,24may2020 10:18:14,COM_2013_EESIC_V01_M_V07_A_GMD_ALL.DTA,Lower-middle income,2013,1,0.8138747,0.6019486,0.3516404,0.1861253,0.3980514,0.6483596,GEN:        male,SSA,EESIC,CONS,2013
0.3014844,1,1,1,0.431607316,0.6985155,COM,Comoros,24may2020 10:18:14,COM_2013_EESIC_V01_M_V07_A_GMD_ALL.DTA,Lower-middle income,2013,1,0.8504899,0.7011246,0.472499,0.1495101,0.2988754,0.527501,AGE:    above 64,SSA,EESIC,CONS,2013
,1,1,1,,,COM,Comoros,24may2020 10:18:14,COM_2013_EESIC_V01_M_V07_A_GMD_ALL.DTA,Lower-middle income,2013,1,,,,,,,EDU: no eduation,SSA,EESIC,CONS,2013
0.1852774,1,1,1,0.227411637,0.8147226,COM,Comoros,24may2020 10:18:14,COM_2013_EESIC_V01_M_V07_A_GMD_ALL.DTA,Lower-middle income,2013,1,0.919297,0.8202832,0.5744089,0.080703,0.1797168,0.4255911,EDU:     teriary,SSA,EESIC,CONS,2013
0.4674722,1,1,1,0.877836402,0.5325277,COM,Comoros,24may2020 10:18:14,COM_2013_EESIC_V01_M_V07_A_GMD_ALL.DTA,Lower-middle income,2013,1,0.7554026,0.5353634,0.2921192,0.2445974,0.4646366,0.7078808,RUR:       rural,SSA,EESIC,CONS,2013
0.4956472,1,1,1,0.982739067,0.5043528,COM,Comoros,24may2020 10:18:14,COM_2013_EESIC_V01_M_V07_A_GMD_ALL.DTA,Lower-middle income,2013,1,0.744424,0.5077304,0.2782217,0.255576,0.4922696,0.7217783,AGE:      0 - 14,SSA,EESIC,CONS,2013
0.3344646,0,1,1,0.502549677,0.6655354,CPV,Cabo Verde,24may2020 10:18:14,CPV_2015_IDRF_V01_M_V01_A_GMD_ALL.DTA,Lower-middle income,2015,1,0.9854705,0.8934909,0.6542122,0.0145295,0.1065091,0.3457878,EDU:   secondary,SSA,IDRF,CONS,2015
0.4683113,0,1,1,0.880799799,0.5316887,CPV,Cabo Verde,24may2020 10:18:14,CPV_2015_IDRF_V01_M_V01_A_GMD_ALL.DTA,Lower-middle income,2015,1,0.9610117,0.8070459,0.5195914,0.0389883,0.1929541,0.4804086,EDU: no eduation,SSA,IDRF,CONS,2015
0.0575977,0,1,1,0.061117954,0.9424023,CPV,Cabo Verde,24may2020 10:18:14,CPV_2015_IDRF_V01_M_V01_A_GMD_ALL.DTA,Lower-middle income,2015,1,0.9995713,0.9882182,0.9396729,,,0.060327,EDU:     teriary,SSA,IDRF,CONS,2015
0.3907386,0,1,1,0.641331619,0.6092614,CPV,Cabo Verde,24may2020 10:18:14,CPV_2015_IDRF_V01_M_V01_A_GMD_ALL.DTA,Lower-middle income,2015,1,0.9672715,0.8503845,0.5959247,0.0327285,0.1496155,0.4040753,GEN:        male,SSA,IDRF,CONS,2015
0.3338081,0,1,1,0.501068986,0.6661919,CPV,Cabo Verde,24may2020 10:18:14,CPV_2015_IDRF_V01_M_V01_A_GMD_ALL.DTA,Lower-middle income,2015,1,0.9818841,0.8805004,0.6576337,0.0181159,0.1194996,0.3423663,AGE:    above 64,SSA,IDRF,CONS,2015
0.2947803,0,1,1,0.417997824,0.7052197,CPV,Cabo Verde,24may2020 10:18:14,CPV_2015_IDRF_V01_M_V01_A_GMD_ALL.DTA,Lower-middle income,2015,1,0.9850102,0.9173889,0.6951907,0.0149898,0.0826111,0.3048093,RUR:       urban,SSA,IDRF,CONS,2015
0.5895846,0,1,1,1.436555743,0.4104154,CPV,Cabo Verde,24may2020 10:18:14,CPV_2015_IDRF_V01_M_V01_A_GMD_ALL.DTA,Lower-middle income,2015,1,0.9331088,0.7185974,0.3919692,0.0668912,0.2814026,0.6080308,RUR:       rural,SSA,IDRF,CONS,2015
0.4291991,0,1,1,0.751924358,0.5708009,CPV,Cabo Verde,24may2020 10:18:14,CPV_2015_IDRF_V01_M_V01_A_GMD_ALL.DTA,Lower-middle income,2015,1,0.9652793,0.832531,0.5544819,0.0347207,0.167469,0.4455181,EDU:     primary,SSA,IDRF,CONS,2015
0.3620354,0,1,1,0.567485003,0.6379647,CPV,Cabo Verde,24may2020 10:18:14,CPV_2015_IDRF_V01_M_V01_A_GMD_ALL.DTA,Lower-middle income,2015,1,0.974947,0.8681621,0.6253355,0.025053,0.1318379,0.3746645,AGE:     15 - 64,SSA,IDRF,CONS,2015
0.4085151,0,1,1,0.690660118,0.591485,CPV,Cabo Verde,24may2020 10:18:14,CPV_2015_IDRF_V01_M_V01_A_GMD_ALL.DTA,Lower-middle income,2015,1,0.9657694,0.8428245,0.5787346,0.0342306,0.1571755,0.4212654,GEN:      female,SSA,IDRF,CONS,2015
0.4873208,0,1,1,0.950537490,0.5126792,CPV,Cabo Verde,24may2020 10:18:14,CPV_2015_IDRF_V01_M_V01_A_GMD_ALL.DTA,Lower-middle income,2015,1,0.9461591,0.7968377,0.4979095,0.0538409,0.2031623,0.5020905,AGE:      0 - 14,SSA,IDRF,CONS,2015
0.595492,0,0,1,1.472138994,0.404508,CRI,Costa Rica,24may2020 10:18:14,CRI_2018_ENAHO_V01_M_V01_A_GMD_ALL.DTA,Upper-middle income,2018,1,0.9666262,0.9224022,0.7853482,0.0333738,0.0775978,0.2146518,AGE:      0 - 14,LAC,ENAHO,INC,2018
0.0867547,0,0,1,0.094996054,0.9132453,CRI,Costa Rica,24may2020 10:18:14,CRI_2018_ENAHO_V01_M_V01_A_GMD_ALL.DTA,Upper-middle income,2018,1,0.9990547,0.9954084,0.9870623,,,0.0129377,EDU:     teriary,LAC,ENAHO,INC,2018
0.575743,0,0,1,1.357061555,0.4242571,CRI,Costa Rica,24may2020 10:18:14,CRI_2018_ENAHO_V01_M_V01_A_GMD_ALL.DTA,Upper-middle income,2018,1,0.98255,0.9403082,0.8372756,,0.0596918,0.1627244,EDU: no eduation,LAC,ENAHO,INC,2018
0.4064824,0,0,1,0.684870118,0.5935175,CRI,Costa Rica,24may2020 10:18:14,CRI_2018_ENAHO_V01_M_V01_A_GMD_ALL.DTA,Upper-middle income,2018,1,0.9851558,0.9620627,0.8829814,0.0148442,0.0379373,0.1170187,GEN:      female,LAC,ENAHO,INC,2018
0.2723956,0,0,1,0.374373217,0.7276044,CRI,Costa Rica,24may2020 10:18:14,CRI_2018_ENAHO_V01_M_V01_A_GMD_ALL.DTA,Upper-middle income,2018,1,0.9970629,0.9884112,0.9558812,,0.0115888,0.0441188,AGE:    above 64,LAC,ENAHO,INC,2018
